;text;topic
358;besonderer schwerpunkt ganztagsschule legen;Bildung
359;infrastruktur brauchen gut koordinierung unterricht;Politik und Ideologie
360;brauchen lehr lernmaterialie inklusive ganzheitlich bildung;Politik und Ideologie
361;open-source- plattform digitalpakt beauftragen finanzieren künftig länder- übergreifend lehr lernmaterialie unterrichtskonzept zugänglich dezentral sicher vernetzen;Politik und Ideologie
362;förderung medienkompetenz kind jugendli chen zentral ziel;Bildung
363;notwendig hinaus system qualität eingestellt medium offen plattform prüfen sichern;Politik und Ideologie
364;entwicklung datenschutzkonformer in telligent lehr lernsoftware unterstützen;Gesundheit
365;ziel lehr lernprozeß individualisieren schüler*inne bestmöglich fördern lehrkraft fortbilden entlasten binnendifferenzierung digital unterricht verbessern;Bildung
366;aus fortbildung lehrkräft schlüssel digital schule;Bildung
367;bundesweit vernetzt kompetenzzentr digital lehre lernen aufbauen unterstützen;Bildung
368;digital lernen persönlichkeitsbildung förderung sozial kompetenz;Bildung
369;pädagogisch stärkenorientiert ansatz kind jugendhilfe einbeziehen frühkindlich bildung digitalpakt kin der jugendhilfe auflegen;Politik und Ideologie
370;spd-parteivorstand seite >;wirtschaft
371;sozial politik zukunftsprogramm spd;wirtschaft
372;kapitel;wirtschaft
373;digitalisierung gesellschaft spalten;soziale Ursachen
374;zugang netz bezahlbar;Infrastruktur
375;bürger*in gering einkommen schülerin studierend sozialtarif netzzugang schaffen;soziale Ursachen
376;digital teilhabe gehören barrierefreiheit;soziale Ursachen
377;bürger*inne digital selbstbestimmung befähigen;Politik und Ideologie
378;brauchen digital bildung weiterbildung generation;Politik und Ideologie
379;volkshochschule ideal ort digital bildung bürger*inne ermöglichen kostengünstig barrierefrei inklusiv;Bildung
380;volkshochschule förderprogramm bund ent- wicklung unterstützen;Bildung
381;begrüßen überlegung europäisch medienplattform qualitätsinhalte öffentlich-rechtlich medium europa bürger*inne grenzüberschreitend zugänglich;Politik und Ideologie
382;plattform folge partnerschaft museum kultur einrichtung zugänglich;Politik und Ideologie
383;ebenfalls begrüßen verstärkt veröffentlichung inhal- ten offen frei lizenz nutzung inhalt rahmen frei wissensprojekt wikipedia schulunterricht leicht;Bildung
384;stehen digital souveränität bürger*inne verbraucher*inne;Politik und Ideologie
385;global plattformkonzern monopolist bedrohen digital vielfalt neigen natio nalstaatlich regel umgehen;soziale Ursachen
386;gemeinsam eu-mitgliedsstaat stark präzise regulierung schaffen wettbewerb sichern alternativ angebot fördern;wirtschaft
387;brauchen angebot hoch datensouveränität;wirtschaft
388;alternative plattform geben echt chance lokal anbieter;soziale Ursachen
389;nutzerdat schützen nutzer*inn bestimmen datum geschehen;wirtschaft
390;marktmacht einzeln schaden wettbewerb letztlich verbraucher*in- nen;wirtschaft
391;entwicklung markt voraus präventiv proaktiv wettbe werbs- kartellrecht schaffen;wirtschaft
392;kartellrecht verstärkt vorbeugend kontrolle integrieren;wirtschaft
393;zudem europäisch instrument entwickeln über mächtig plattform zähmen notfalls entflechten;Politik und Ideologie
394;grundlegend notwendig hierfür bewahrung netzneutralität einstehen;Politik und Ideologie
395;verschieden messenger-dienst sozial netzwerk digital dienst plattform kommunizieren wechseln;Politik und Ideologie
396;interoperabilität gesetzlich vorschreiben;Politik und Ideologie
397;brauchen europa selbstbestimmt entwicklung herstellung notwendig komponente bauteil ausschließlich us- chinesisch hersteller erfolg netzwerksicherheit digital infrastruktur europa entscheiden;Politik und Ideologie
398;gemeinsam kraftakt europa gemeinsam europäisch entwicklung produktion komponente strategisch langfristig aufbauen;Politik und Ideologie
399;setzen gezielt koordiniert unterstützung deutsch europäisch digitalwirtschaft technologie-ebenen entlang gesamt wertschöpfungskett halbleiter-fertigung quantentechnologie cloud künstlich intel ligenz edge-computing cyber-sicherheit sicher vertrauenswürdig hard software netzwerktechnik datenbasiert geschäftsmodelle;Politik und Ideologie
400;bedeutung europäisch unternehmen hierbei open source-basiert modell;Politik und Ideologie
401;setzen europäisch cloud-infrastruktur;Politik und Ideologie
402;spd-parteivorstand seite >;wirtschaft
403;sozial politik zukunftsprogramm spd;wirtschaft
404;kapitel;wirtschaft
405;datum gemeinwohlorientiert digital dienstleistung innovation nutzbar ge- weniger daten-monopolist verfügung stehen;wirtschaft
406;datengesetz schaffen gemeinwohl mittelpunkt rücken;Politik und Ideologie
407;vertrauenswürdig daten-teilen-infrastruktur fördern öffentlich datentreuhand ein- richten gleichzeitig sorgen konzern datum gemeinwohlorien- tiert ziel teilen;Politik und Ideologie
408;rückschluß einzeln person;wirtschaft
409;öffentlich hand auftrag vergiben bestehen datum rahmen auftrag erheben zurückfließen;Politik und Ideologie
410;fördern entwick lung anonymisierungstechnik setzen strafbewehrt verbot de-anonymi- sierung;Gesundheit
411;staat datenteil gut vorangehen breit datenzugang sinn open-data ermöglichen;Infrastruktur
412;behörde unterstützen umsetzen;Politik und Ideologie
413;online-handel plattformökonomie verändern handel dramatisch;wirtschaft
414;digitalkonzern profitieren plattform regional handel regio nal dienstleistung fördern;wirtschaft
415;handel ort steuerlich online handel hintertreffen geraten;wirtschaft
416;sorgen digital handelsplattfor- men haftung nehmen händler*inn plattform geschäft abwickeln umsatzsteuer zahlen;wirtschaft
417;weiterhin konsequent steuerbetrug onlinehandel vorgehen;wirtschaft
418;maßnahme lohn sozial umweltdumping vorantreiben;wirtschaft
419;bekommen ding algorithm vorschlagen song turnschuh route --;wirtschaft
420;selbstlernende system algorithm treffen entscheidung vielzahl mensch;Bildung
421;leben unser alltag erleichtern;Politik und Ideologie
422;transparent diskriminierungsfrei anlegen;wirtschaft
423;zielsetzung algorithmisch ent- scheidung klar überprüfbar definieren;Gesundheit
424;hierfür brauchen stringent regulie rung aufsicht;Politik und Ideologie
425;cybersicherheit grundlage erfolgreich digitalisierung;Wissenschaft
426;bundesamt sicher heit informationstechnik zentral unabhängig ausschließlich präventiv ausgerich tet cybersicherheitsbehörd stärken verschlüsselungsforschung ausbauen;Wissenschaft
427;hersteller verpflichten softwareprodukt digital dienst technisch gerät konzipieren sicher security by design standard einstellung sicher variante wählen security by default;Politik und Ideologie
428;digital hintertür halten;soziale Ursachen
429;informationell selbstbestimmung schützen;Politik und Ideologie
430;datenschutzgrund verordnung wichtig meilenstein durchsetzung praxisnah verbessern;Bildung
431;brauchen ausgestattet effektiv arbeitend datenschutzaufsichtsbehör;wirtschaft
432;privatheit datenschutz schaffen vertrauen sichern individuell kollektiv frei- heitsräume;Politik und Ideologie
433;bundesverfassungsgericht urteilen freiheitswahrnehmung bürger summe staatlich überwachungsmaßnahme total erfassen registrieren;Politik und Ideologie
434;dauerhaft regelmäßig unabhängig monitoring gesetz sicherheitsbereich schaffen;Politik und Ideologie
435;anonym pseudonyme nutzung netz schützen journalist*in freiheit kämpfer*inn welt verfolgung bedrohung;Politik und Ideologie
436;klarnamenpflicht netz setzen weiterhin möglichkeit anonym pseudonyme nutzung;Politik und Ideologie
437;wichtig voraussetzung frei meinungsäußerung gut schutz diskriminierung;Politik und Ideologie
438;technisch sicher ende-zu-ende-verschlüsselung selbstver- ständlich;Gesundheit
439;spd-parteivorstand seite >;wirtschaft
440;sozial politik zukunftsprogramm spd;wirtschaft
441;kapitel;wirtschaft
442;schutz demokratie sicherheit einzelner benötigen netz konsequent vorgehen hasskriminalität betrug straftat;wirtschaft
443;verfolgung internet begangen straftat brauchen technisch personell hinreichend ausgestattet strafverfolgungsbehörde;Politik und Ideologie
444;hinreichend tatsächlich anhaltspunkt straftat verdächtige identifizieren;soziale Ursachen
445;national schutz vorschrift strafgesetzbuch netzwerkdurchsetzungsgesetz weiterentwickeln setzen verbindlich regelung europäisch ebene digital service act;Politik und Ideologie
446;brauchen rechtlich vorgabe zivil engagement respekt zwi schen bürger*inne digital kommunikation geltung verschaffen;Politik und Ideologie
447;or- ganisationen hass hetze netz aktiv sichern unterstützung;soziale Ursachen
448;spd-parteivorstand seite >;wirtschaft
449;sozial politik zukunftsprogramm spd;wirtschaft
450;kapitel;wirtschaft
451;zukunftsmission iv;Politik und Ideologie
452;update gesundheit   gesundheitssektor brauchen politisch aufmerksamkeit reform;Politik und Ideologie
453;brau- chen klar leitbild nächster jahrzehnt;Politik und Ideologie
454;deutschland gelten jahrzehnt apotheke welt;Gesundheit
455;klügsten forscher*in finden deutsch institut sammeln nobelpreis unumstritten weltbe medizinin dustrie hierzulande aufbauen;Wissenschaft
456;deutschland versorgen kranke welt denk bar heilmittel aspirin impfstoff tuberkulose;Gesundheit
457;corona-krise deutlich abwanderung arzneimittelproduktion ausland zuneh- mend abhängigkeit lieferengpässen versorgungsengpässe führen;Politik und Ideologie
458;deutschland innovationskraft einsetzen therapieoption finden;wirtschaft
459;gezielt förderung innovation methode erfolgreich ak- tuell biontech zeigen;Wissenschaft
460;zeigen gesundheitswirtschaft rein markt aktiv rolle staat leben retten;wirtschaft
461;system krisensitua- tion produktion bereithaltung verteilung notwendig arznei medizinproduk- ten sicherstellen;wirtschaft
462;sehen pflicht sorgen medikament entwickeln ärmeren land überteuert knapp;Politik und Ideologie
463;ziel förderung forschung personalisiert medizin;Wissenschaft
464;erschwinglich preis zugänglich;wirtschaft
465;maßgefertigte produkt präparat stange anfang gesundheitswirtschaft adaptiv zu lassung medikament;wirtschaft
466;personalisierte medizin bewirken veränderung verhältnis behandlung diagnostik;Gesundheit
467;zukunft produkt geben diagnos- tischer test medikament einheit anbieten;Politik und Ideologie
468;leistung bürger*inne verfügung stehen medikament brauchen sicherstellung auftrag;Politik und Ideologie
469;frau mann kind besonderer gesundheitlich bedürfnis gesund heitsversorgung prävention berücksichtigen;Gesundheit
470;gesundheitsfor- schung ausbildung versorgungspraxis orientieren zumeist datum weiß männli- chen erwachsen probande ändern;Bildung
471;hinaus programm bereich prävention krankheitsfrüherkennung fördern besonderheit verschie den altersgruppe geschlechter berücksichtigen;Gesundheit
472;qualitativ hochwertig gesundheitsversorgung neuordnung rollenverteilung ambulant stationär sektor überwindung sek torengrenzen koordination kooperation medizinisch psychotherapeuti- schen pflegerisch berufe gelingen;Gesundheit
473;brauchen stark öffnung kranke haus ambulant teambasiert interdisziplinär form versorgung;Politik und Ideologie
474;corona-krise zeigen öffentlich gesundheitsdienst brauchen gut rahmenbedin gungen gut ausstattung blick digital infrastruktur hardware eben- software konkurrenzfähig vergütung;Politik und Ideologie
475;sozialpolitisch wichtig aufgabe wirtschaftlich schwächeren gesundheitsfrag unterstützen meistern;soziale Ursachen
476;potenzial digitalisierung verbesserung diagnose flächendeckend gesundheitlich versorgung entschlossen nutzen;Gesundheit
477;gesundheitssektor datum wichtig;Gesundheit
478;digitalisierung versorgungsqualität effizienz verbessern fachkraft aufgabe entlasten;Politik und Ideologie
479;spd-parteivorstand seite >;wirtschaft
480;sozial politik zukunftsprogramm spd;wirtschaft
481;kapitel;wirtschaft
482;datenschutz gewährleisten geeignet rahmenbedingung gro ßen plattform gesundheitswirtschaft dominieren;Gesundheit
483;klar di gitalisierung hervorragend engagiert medizinisch psychotherapeutisch pflegerisch personal ersetzen;Gesundheit
484;medizinisch psychotherapeutisch versorgung pflege stehen mensch;Gesundheit
485;pfleger niedergelassen ärztin digital transformation bewältigen flächendeckend weiterbildung unterstützungsangebot unerlässlich;soziale Ursachen
486;zudem schutz patientendat hoch priorität einräumen;wirtschaft
487;leistungsfähig gesundheitssystem brauchen stabil solidarisch finanzierung;wirtschaft
488;steu- erzuschuß investitionsmittel klar zielvorgabe reform system verbinden;Politik und Ideologie
489;bürgerversicherung einführen;wirtschaft
490;bedeuten zugang medizinisch versorgung solidarisch finanzierung hoch qualität leistung;wirtschaft
491;gesundheit ware unser gesundheitssystem bürger*inne mittelpunkt stehen;Politik und Ideologie
492;staat sicherstellen leistung gesundheitsversorgung bedürfnis der entsprechen benötigen;wirtschaft
493;arbeit bedingung vernünftig lohn pflege wichtig grundlage;wirtschaft
494;professionelle pflege höchst anspruchsvoll beruf;wirtschaft
495;arbeitsbedingung ver nünftig lohn wichtig grundlage;wirtschaft
496;maßnahme überwindung personal mangels führen stelle pflege abwerten;Klima
497;kommerzialisierung gesundheitswesen beenden wirken negativ ver- sorgung patient*in arbeitsbedingung beschäftigter;wirtschaft
498;gewinn mittel solidargemeinschaft erwirtschaften verpflichtend weitestgehend gesundheitssystem zurückfließen;wirtschaft
499;stärken kommune einrichtung betreiben integriert medizinisch versorgungszentr;Gesundheit
500;system fallpau schalen prüfstand stellen pauschale überarbeiten nötig abschaf- fen;wirtschaft
501;grundkost krankenhaus integriert medizinisch versorgungszentr angemessen finanzieren;Gesundheit
502;stärkung gemeinwohl spielen öffentlich kran kenhäuser zentral rolle;Politik und Ideologie
503;individuell bedürfnis kind jugendliche fallpauschale ge;Politik und Ideologie
504;führen kinderklinik außerhalb ballungsraum rechnen schließen;Politik und Ideologie
505;finanzierung kind jugendmedizin neu strukturieren;wirtschaft
506;ambulant integriert psychotherapeutisch versorgung kind jugendliche erwachsene stärken niedrigschwellig war- tezeit zugänglich;Politik und Ideologie
507;insgesamt bedarfsgerecht grundfinanzierung klinik erhalt versorgung inklusive ausbau integriert versorgungszentr ländlich region integriert gut notfallversorgung sorgen;wirtschaft
508;spd-parteivorstand seite >;wirtschaft
509;sozial politik zukunftsprogramm spd;wirtschaft
510;kapitel;wirtschaft
511;zukunftsfähige wirtschaft fördern   bahnbrechend entwicklung jahrzehnt aktiv vorausschauend handelnd politik geben;wirtschaft
512;politik lang linie rich tung beschreiben innovationstreiber verstehen;wirtschaft
513;wettbewerbsfä higkeit nachhaltig beschäftigung wesentlich ziel formulieren kraft konzentrieren;wirtschaft
514;brauchen staat strategisch investor ordnung gestal tungskraft bewältigung herausforderung;Politik und Ideologie
515;staat verwaltung innovationstreiber nachfragemacht einsetzen;wirtschaft
516;investition öffentlich hand wichtig zukunftsfelder zentral bedeu tung;Politik und Ideologie
517;legislaturperiode durchgesetzen hoch investitionsniveau bund mindestens milliarde euro pro fortsetzen zudem bei- tragen staatlich ebene investitionskraft beteiligen;Politik und Ideologie
518;unterstützung strukturschwach region gemeinschaftsaufgabe verbesserung regional wirtschaftsstruktur grw verstetigen;soziale Ursachen
519;zentral akteur investitionsge schehen kommune investitionskraft erhalten stärken;Politik und Ideologie
520;gleichwer tig lebensverhältnis sichern sozial dienstleistung abhängig finanziell leistungsfähigkeit kommune;wirtschaft
521;brauchen flächendeckend stark handlungsfähig kommune;Politik und Ideologie
522;zug corona-pandemie schrit te tun kommune sozialausgabe entlasten;Politik und Ideologie
523;nötig schritt verschuldet kommune einmalig hoch altschuld abnehmen;wirtschaft
524;zudem problem altschuld ostdeutsch wohnungsbaugesellschaft lösen;Politik und Ideologie
525;deutschland gegenwärtig jährlich milliarde euro rahmen öffentlich auftragsvergabe umsetzen;Politik und Ideologie
526;öffentlich hand abnehmerin produk- ten dienstleistung verantwortung übernehmen;wirtschaft
527;öffentlich beschaffung ausrichten innovationsimpulse setzen ziel sozial-ökologisch wandel dienen;Politik und Ideologie
528;hierfür vergabekriterium stark innovation tarifbindung geschlechterge rechtigkeit klimafreundlich nachhaltigkeit ausrichten;soziale Ursachen
529;produktentwicklung staat nachfrager verlassen;wirtschaft
530;idee produkt dienstleistung start-up fördern;wirtschaft
531;erkenntnis forschung schnell breit innovation investition übersetzt;Wissenschaft
532;wichtig rolle nehmen kreditanstalt wiederaufbau kfw kapi talmarkt aufnehmen förderbanke land strategisch wichtig zukunftsbranche lenken sozial-ökologisch umbau wirtschaft unterstützen   start-up fördern;wirtschaft
533;modern innovation investitionsagentur weiter- entwickeln;wirtschaft
534;stehen seite unternehmen sozial gesellschaftlich ökolo- gisch verantwortung ernst nehmen;wirtschaft
535;handwerk entscheidend partner klimawende ort gelingen;Klima
536;handwerk fördern gebühr techni ker*innen- meister*innenkurse abschaffen tarifbindung handwerk ein setzen;Klima
537;unterstützen handwerk bemühen ausbildungskonzept fachkräftemangel begegnen beruflich ausbildung praxisnah schule hochschule verknüpfen;Bildung
538;fördern erkennen rolle handwerk ausbildung integra tion jung mensch teil welt;Bildung
539;spd-parteivorstand seite >;wirtschaft
540;sozial politik zukunftsprogramm spd;wirtschaft
541;kapitel;wirtschaft
542;start-up-unternehmen wichtig wachstumsmotor wirtschaft;wirtschaft
543;deutsch land führend start-up-standort europa hochwertig arbeitsplatz region schaffen;wirtschaft
544;unternehmensgründung anregen mittelständisch unternehmen sinnvoll nachfolgeplanung ermöglichen setzen kernpunkt organisatorisch unterstützung one-stop-agenturen gründer*inn erleichtert zugang kapital projektförderung öffentlich fonds wagniskapital kultur chance insolvenzrecht;wirtschaft
545;existenzgründung frau fläche wer- programm gezielt fördern;soziale Ursachen
546;unternehmen unterstützen sinn wirtschaftlich aktivität langfristig bestand unternehmen wichtig kurzfristig gewinn;wirtschaft
547;national strategie förderung gemeinwohlorientiert unternehmen sozial innovation entwickeln;wirtschaft
548;rechtlich rahmenbedingung gemeinwohlorientiert wirt schaft genossenschaft sozialunternehmen integrationsunternehmen unternehmen verantwortungseigentum verbessern;wirtschaft
549;förderung sozialökologischen digital transformation wirtschaft dezentral struktur transformationszentr werkstatt wandel bündeln weiterentwickeln sowohl etabliert unternehmen sozialunternehme nicht-exit-orientierte start-ups beschäftigter gewerkschaft zivilgesellschaft richten;wirtschaft
550;solidarität weiterhin wirtschaftsbereich zukommen lassen corona pandemie zugunsten gesundheit besonderer einbuße hinnehmen;Gesundheit
551;gelten kulturwirtschaft tourismuswirtschaft inklusive hotel gaststätte wesen pandemie zuvor;wirtschaft
552;stark fokus inländisch tourismus richten;wirtschaft
553;stecken chance zentral wirt schaftszweig nachhaltig klimabewusst modern ausrichten;Klima
554;spd-parteivorstand seite >;wirtschaft
555;sozial politik zukunftsprogramm spd;wirtschaft
556;kapitel;wirtschaft
557;wissenschaft forschung innovativ zukunftsfähig halten   zukunft innovativ bleiben stärke deutsch wissenschaft systems breite vielfalt international ausrichtung erhalten weiterentwickeln;Politik und Ideologie
558;fördern zukunftstechnologie quantentechnik künstlich intelligenz alternativverfahr wasserstoff ort land;Wissenschaft
559;per- spektivisch ausstieg tierversuch gesamtplanung aufsetzen entwicklung tierversuchsfreien verfahren stark fördern;Gesundheit
560;universität fachhochschule unterstützen digitalisierung voran- zutreiben innovation lehre fördern forschungspolitisch bedeutung jeweilig region ausstrahlen stärken;Bildung
561;aktuell kommend gesellschaft- lich herausforderung meistern brauchen technisch kulturell sozial innovation;Politik und Ideologie
562;geistes- sozial kulturwissenschaftlich forschung ge- zielen fördern;Wissenschaft
563;exzellenzstrategie entwickeln ergänzen unterstützung regional kooperation hochschule forschungseinrichtung;Wissenschaft
564;bei- tragen ausgezeichnet forschungslandschaft ostdeutsch land vergan- gen jahrzehnt aufbauen exzellenzpotential entfalten insbesondere bezug erforschung innovativ technologie;Politik und Ideologie
565;wissenschaft brauchen arbeitsbedingung;wirtschaft
566;verlässlich karrierewe ge befristung wissenschaft einsetzen;Bildung
567;promovierend tatsächlich arbeitszeit bezahlen unabhängig fach;wirtschaft
568;gelten prozent gehalt prozent arbeit;wirtschaft
569;deutlich gut vereinbarkeit familie beruf sorgen dauerhaft beschäftigungsmöglichkeit unterhalb professur schaffen tenure-track ausweiten;Politik und Ideologie
570;zielwert gesamtstaatlich öffentlich privat ausgabe forschung entwicklung prozent bip letzter übertreffen mindestens prozent steigern;wirtschaft
571;innovationsförderung aufsto- cken forschung mittelständisch praxis partnerschaft kooperationsförderun gen vorantreiben förder kreditprogramm mittelstand bereich umwelt klima ressourcenschutz ausbauen;wirtschaft
572;mittlerer unternehmen kmu niederschwellig zugang fördermittel erhalten;Politik und Ideologie
573;besonderer bedeutung austausch wissenschaftlich erkenntnis gesellschaft;Wissenschaft
574;fördergeld open science wissenschaftskom munikation bereithalten;wirtschaft
575;europa international technologisch wettbewerb bestehen souveränität behaupten europäisch union gemeinsam geschlossen voran;Politik und Ideologie
576;setzen neu geordnet wettbewerbs beihilferecht wettbe werbsnachteil wirtschaftsräum verringern;wirtschaft
577;sozial-ökologisch transformation erfordern umfangreich investition klimaneutral umbau industriell wertschöpfungskett;Politik und Ideologie
578;beihilferecht staat ermöglichen nötig kapitalein satz unternehmen öffentlich mittel unterstützen weise arbeit plätz erhalten;Politik und Ideologie
579;spd-parteivorstand seite >;wirtschaft
580;sozial politik zukunftsprogramm spd;wirtschaft
581;kapitel;wirtschaft
582;politik finanzieren   corona-pandemie gravierend auswirkung;wirtschaft
583;öffentlich haushalt;Politik und Ideologie
584;wäh- rend steuereinnahme zurückgehen staatlich ausgabe steigen;wirtschaft
585;politik austerität krise völlig falsch weg;wirtschaft
586;weg verfolgen setzen zukunft auf spiel hart einschnitt sozialstaat;Politik und Ideologie
587;stehen finanz haushaltspolitik zukunftsinvestition finanzieren zukunftsfähig arbeit plätze schaffen klimaneutral wachstum ermöglichen gesellschaftlich zusammen- halt stärken;wirtschaft
588;gelten finanzierung zukunftsprogramm formuliert schwerpunkt stellen sicher;wirtschaft
589;verfassungsrechtlich möglich spielraum kreditauf nahme nutzen;Politik und Ideologie
590;gerecht verteilung einkommen vermögen grundvorausset zung zusammenhalt gesellschaft;wirtschaft
591;extrem ungleich verteilung einkom- men vermögen sozialpolitisch bedenklich ökonomisch unvernünftig;wirtschaft
592;hoch weiterwachsend konzentration vermögen hochvermögende ver hindern nachhaltig wachstum verschenken wertvoll potenzial;wirtschaft
593;steuergerechtigkeit geltung verschaffen steuerhinterziehung kavalier delikt;Politik und Ideologie
594;steuerhinterziehung steuervermeidung steuerbetrug konsequent vorgehen;wirtschaft
595;grenzüberschreitend steuergestaltungsmodelle anzeigepflicht unter- worfen national anzeigepflicht einführen;Politik und Ideologie
596;umgehung grunderwerbsteuer share deal beenden;Politik und Ideologie
597;umsatzsteuerbetrug karussellgeschäft europäisch ebene beenden;wirtschaft
598;öffentlich transparenz unternehmen pflicht zunehmen;wirtschaft
599;steuervermeidung öffentlich reporting international agierend unternehmen eindämmen public country-by-country- reporting;Politik und Ideologie
600;besteuerung einkommen gerecht gestalten;Politik und Ideologie
601;aktuell steuersystem nehmen mittlerer einkommen stark anspruch;wirtschaft
602;finanziell last krisenbewäl tigung ohnehin stark strapaziert mehrheit bürger*inne steuerlich mehrbelastung führen;wirtschaft
603;gegenteil steuer mehrheit senken;wirtschaft
604;einkommensteuerreform vornehmen mittlerer einkommen besser- stellen kaufkraft stärken gegenzug oberer prozent stark finanzie rung wichtig öffentlich aufgabe heranziehen;Politik und Ideologie
605;verdienen halten zudem aufschlag pro- zentpunkt einkommensteuer fest;wirtschaft
606;künftig verheirateter versteuernd einkommensanteil oberhalb euro ledige euro gelten;wirtschaft
607;bemessungsgrenze erhebung beitrag gesetzlich kranke pflege rente arbeitslosenversicherung regelmäßig anpassen;wirtschaft
608;solidaritätszuschlag allermeister bürger*inne abschaffen;Klima
609;einnahme verblieben solidaritätszuschlag spitzenverdiener*innen zahlen wer brauchen;Politik und Ideologie
610;gerecht beitrag stabil gemeinwesen nutzen;Wissenschaft
611;spd-parteivorstand seite >;wirtschaft
612;sozial politik zukunftsprogramm spd;wirtschaft
613;kapitel;wirtschaft
614;geltend steuerrecht befördern klassisch arbeitsteilung mann frau;Politik und Ideologie
615;ändern steuerrecht stark partnerschaftlichkeit ausrichten steuerlast unterschiedlich hoch einkommen eheleute gerecht verteilen;wirtschaft
616;ehegattensplitting bilden gesellschaftlich realität schließen haus halten kind gewährt steuervorteil;Politik und Ideologie
617;nutznießer stattdessen alleinverdiener-ehepaare hoch einkommen unabhängig kinderzahl;wirtschaft
618;ehegattensplitting neu geschlossen ehe ändern;Politik und Ideologie
619;allermeister haushalt kind kindergrundsicherung finanziell bessergestellen;wirtschaft
620;normalverdienende kind einbuße erleiden;wirtschaft
621;bestehend ehe zudem wahlrecht einführen;soziale Ursachen
622;steuerlich abzugsfähigkeit manager*innengehälter begrenzen fache durchschnittseinkommen beschäftigter betrieb manager*in beschäftigen;wirtschaft
623;bislang gelten förderwürdigen aufwendung spende hoch einkom- men desto hoch steuerrückerstattung;Politik und Ideologie
624;zukünftig jede*r einkommensunabhängig steuerminderung erhalten;wirtschaft
625;vermögensteuer kraft setzen finanzkraft land wichtig zukunftsaufgabe verbessern;wirtschaft
626;vermögen groß bei- trag finanzierung unser gemeinwesen leisten;wirtschaft
627;maßvoll einheitlich steuersatz prozent hoch vermögen einführen;wirtschaft
628;gleich zeitig hoch persönlich freibetrag geben steuerbelastung vermögend teil bevölkerung konzentrieren;wirtschaft
629;stellen sicher vermögenssteuer arbeitsplatz gefährden;wirtschaft
630;grundlage betrieb vermögenssteuer verschonen;wirtschaft
631;erbschaftssteuer reformbedürftig;Politik und Ideologie
632;gegenwärtig form ungerecht ver- mögend unternehmenserbe bevorzugen;wirtschaft
633;effektiv mindestbesteuerung überprivilegierung betriebsvermögen abschaffen;wirtschaft
634;vermögenshaltend fami lienstiftung mindestbesteuerung einführen;Politik und Ideologie
635;finanztransaktionssteuer einführen möglichst einklang unser europäi- sch partner;wirtschaft
636;maßgeblich unterstützt international verhandlung einführung effektiv mindestbesteuerung fair besteuerung genannt digitalunternehmen abschluss bringen deutschland europa umset- zen;Politik und Ideologie
637;google amazon facebook digitalunternehmen angemesse- n beitrag finanzierung gemeinwesen leisten;wirtschaft
638;brauchen leistungsfähig sicher fair finanzmarkt wandel digital nachhaltig wirtschaft finanzieren;wirtschaft
639;ordentlich regulieren über wachen;wirtschaft
640;sicherstellen verbraucher*inne finanzierungsdienst leistung kostengünstig anbieten investition nachhaltig klimafreundlich produkt produktionsverfahren fördern;wirtschaft
641;vertrauen funktionstüchtigkeit sicherheit finanzmarktakteur finanzprodukt kleinanleger*innen wichtig unabhängig interesse orientiert beratung erhalten;wirtschaft
642;überschuldet privatperson kraft überwindba- ren finanziell not helfen;wirtschaft
643;schuldnerberatung stärken;wirtschaft
644;ausgeweitet vor sorgend beratungsmöglichkeit weg überschuldung vornherein vermeiden;Politik und Ideologie
645;spd-parteivorstand seite >;wirtschaft
646;sozial politik zukunftsprogramm spd;wirtschaft
647;kapitel;wirtschaft
648;finanzstandort deutschland motor nachhaltig transformation finanz realwirtschaft einklang pariser klimaschutzziel künf- tig nachhaltig staatsanleihe auflegen nachhaltig zertifiziert finanzprodukt hinwirken;wirtschaft
649;ziel privat kapitalflüs auf ausbau nachhaltig wirtschaftsstruktur lenken;wirtschaft
650;wettbewerb finanzsektor erhalten bleiben bankenregulierung bewirken staatlich rettungsschirm einzeln bank notwendig;wirtschaft
651;unterstützen eu-kommission rahmen europäisch fusionskontrolle;Politik und Ideologie
652;sorgen bundesanstalt finanzdienstleistungsaufsicht bafin stärke- re kontroll-kompetenz erhalten;wirtschaft
653;prüfung jahresabschluß unterneh- men überprüfung unmittelbar bafin ermöglichen;Politik und Ideologie
654;hoheitlich prüfen jahresabschluß wichtig informationsquelle anleger*innen verbraucher*inne;Politik und Ideologie
655;zudem aufsicht wirtschaftsprüfer*inn verschärfen regeln häufig wechseln;wirtschaft
656;hinaus setzen bafin kompetenz geldwäscheaufsicht unternehmen bisherig aufsichtszuständigkeit hinaus erhalten;wirtschaft
657;schmutzig geld deutschland heimat finden;wirtschaft
658;zoll polizei wichtig institution kampf geldwäsche kriminali tät;wirtschaft
659;kompetenz zoll stärken wahrnehmung aufgabe verbunden personalausstattung ausrüstung bereich illegal beschäftigung schwarzarbeit organisiert kriminalität geldwäsche wirkungsvoll unterstützen;wirtschaft
660;lehnen privatisierung währung;Politik und Ideologie
661;gelten privat digital währung wert künstlich stabil halten stablecoins;soziale Ursachen
662;spd-parteivorstand seite >;wirtschaft
663;sozial politik zukunftsprogramm spd;wirtschaft
664;kapitel;wirtschaft
665;regieren   vorausschauend wirksam agil nachhaltig regieren tran parenz beteiligung demokratie wagen;Politik und Ideologie
