;text;topic
512;kredit abmilderung folge überzogen corona- mafsnahme regierung aufnehmen ausschließlich national ebene geschehen;Politik und Ideologie
513;zusätzlich inflationierung überzogen corona-maßnahme beenden   überzogen politik bundesregierung eu ezb corona-krise drohen gleichzeitig wirtschaftlich depression massiv teuerung grofse teil corona-förder- programm unproduktiv rein geld mengenausweitung konsum fließen angebotsseite befriedigen;wirtschaft
514;afd fordern corona-bedingt ausgabenpro gramm dazugehörig verschuldung notwendig mais beschränken;wirtschaft
515;bundesregierung eu-corona-programmen zustimmen deutschland mithaften leistung erhalten drohend inflation zusätzlich schaden erleiden;Politik und Ideologie
516;euro scheitern   ezb-nullzinspolitik beenden   ezb deutsch bundesbank;wirtschaft
517;stattdessen betreiben währungspolitik wirtschaftsfeindlich null negativzinspolitik;wirtschaft
518;zerstören langfristig kapitalgedeckt alters sicherungssystem betriebsrent staatlich gefördert kapitalgedeckt rentensystem privat lebensversicherung privat sparvermögen;wirtschaft
519;inzwischen fehlen mrd;wirtschaft
520;euro altersvorsorge deutsche;Gesundheit
521;negativzinspolitik ezb führen wettbewerbsfähig unternehmen zombie markt verbleiben gesund unternehmen unfair wettbewerb liefern;wirtschaft
522;nullzinse führen gravierend kapitalfehlallokation realwirtschaft;wirtschaft
523;deutschland können inzwischen     firma kapitalkost normal zinsumfeld verdienen;wirtschaft
524;permanent staatlich gefördert insolvenzverschleppung bundesregierung;Politik und Ideologie
525;weniger kas kadenartig zusammenbrüch sogar gesund unternehmen führen auftakt umfassend depression bilden;Politik und Ideologie
526;negativzin sen führen volkswirtschaftlich schaden deutsch kapitalstock billion euro rentabel einsetzen;wirtschaft
527;ezb-politik verursacht wechselkursab wertung preisexplosion aktie immo- bilienmarkt zerstören kaufkraft wovon insbesondere     afd kapitalgedeckt alter sicherungssystem betriebsrent privat leben versicherung privat sparvermögen erhalten lehnen des- nullzin politik ezb entschieden;wirtschaft
528;afd fordern   mafsnahme euro   päisch zentralbank manipulation frei kapitalmarkt einstellen;wirtschaft
529;euro scheitern   arbeitnehmer rentner betreffen;wirtschaft
530;zins- manipulation treiben immobilienpreis miete;wirtschaft
531;negativzinse enteignen sparer mieter rentner führen langfristig altersarmut;wirtschaft
532;weiterhin führen ezb-politik zerstörung markt anleihe;wirtschaft
533;deutsch bund bank staatsanleihe ankaufen ezb täglich geschäft modell;wirtschaft
534;per billion euro staatlich privat anleihe erwerben teil betreiben ezb ideologisch verboten wirtschaftspolitik;wirtschaft
535;suprastaatlich rettungspolitik verletzen geltend eu-recht verbot staatsfinanzierung zentralbank verbot haftung schuld anderer mit gliedstaat;wirtschaft
536;rettungspolitik verstöfst zudem r-jahre gegeben zusicherung niemals haftung deutschland staat zulassen;Politik und Ideologie
537;afd fordern rückkehr mafßsnahmen ezb manipulation frei kapitalmarkt einstellen staatsfinanzierung ezb faktisch vergemeinschaftung schuld beschränkung ezb aufrein geldpolitik heimlich ideologisch wirtschaftspolitik green deal anleihekauf nullzins-politik ezb-anleihekaufprogramm;wirtschaft
538;bundesbank auffordern mittel ezb einsetzen änderung geschäft ordnung abstimmungsmodalität bzgl;Politik und Ideologie
539;stimmrecht mitglied ezb-rat geld-   dereuroistgescheitert;wirtschaft
540;politisch entscheidung herbeiführen;soziale Ursachen
541;stimm mitglied ezb-rat anteil haftend eigenkapital mitgliedsstaat orientieren;wirtschaft
542;praktiziert rotation verfahren verwerfen;Wissenschaft
543;wohlstand sozial frieden europa wiedereinführung national währung   euro wirtschaftsgebiet derzeit   unterschiedlich leistungsfähig volkswirtschaft   fehlkonstruktion form weder öko   nomisch sozial funktionieren;wirtschaft
544;arbeitslosigkeit   süden europa erschreckend   folge fehlend bzw;wirtschaft
545;verlieren gegangen wett nu bewerbsfähigkeit land innerhalb euro wiedereingeführt korsett;Gesundheit
546;sozial euro-krise systemi- deulseh mark;Politik und Ideologie
547;hoch kaufkraft sche problem;Politik und Ideologie
548;lösung bestehen wiedereinfüh rung national währung land analog;Gesundheit
549;hoch leistungsfä leistung jeweilig volkswirtschaft ef   higkeit deutsch   widerspiegeln;wirtschaft
550;wirtschaft wiedergewinnen;wirtschaft
551;national währung staat   wirtschaft währung finanzpolitik verant-   wortlich erhalten politisch souveränität  ;soziale Ursachen
552;intern konflikt   euro-zone lösen früh euroland   streng vorgabe   euro-korsett verlieren gegangen wettbe   werbsfähigkeit wiederherstellen;Gesundheit
553;staat wettbewerbsfähigkeit euro-einführung     afd fordern dauerhaft erhalt uneingeschränkt bargeldnutzung wichtig bürgerlich freiheitsrecht verankerung grund gesetz;Politik und Ideologie
554;euro scheitern   entscheidung veränderung wechselkurs wiederherstellen;Politik und Ideologie
555;wiedereingeführt deutsch mark hoch kaufkraft land analog hoch leistungsfähigkeit deutsch wirtschaft wiedergewinnen;wirtschaft
556;senkung importpreis steigend realeinkommen führen gesamt deutsch volkswirtschaft zugute kommen derzeit export firma;wirtschaft
557;ehemalig bundeswirtschaft finanzminister schiller einst formulieren währung aufwertung sozial-dividend deutsch volk supermarkt billig kaufen;wirtschaft
558;afd bewusst wiedereinführung national währung umstellung belastung erfolgen;Gesundheit
559;niedri- ger kosten verbleibs eurosystem;wirtschaft
560;erhalt bargeld bargeld freiheit schutz enteignung totalüberwachung   bargeld istin gefahr;Politik und Ideologie
561;unterstützung bundesregierung iwf ezb abschaffung bargeld vorbereiten;Politik und Ideologie
562;abschaffung rolle geld gebührenfreiem wert   speicher einschränken;wirtschaft
563;abschaffung bargeld krisenfall enteignung kontoinhaber;wirtschaft
564;bargeld natürlich bollwerk enteignend negativzinse;wirtschaft
565;bargeldverbot bedeuten zahlungsvorgang elektronisch stattfinden;Politik und Ideologie
566;eröffnen staat bank   dereuroistgescheitert;wirtschaft
567;total kontrolle geldstrom wirtschaftsaktivitäte finanztransaktion umstand sogar aufenthaltsort bürger;wirtschaft
568;gläsern bankkunde gläsern mensch vollüberwachung privat intim lebensbereich;wirtschaft
569;freiheitlich recht staat kontrollmöglichkeit vereinbar;Politik und Ideologie
570;afd fordern dauerhaft erhalt uneingeschränkt bargeldnutzung wichtig bürgerlich freiheitsrecht verankerung grundgesetz;Politik und Ideologie
571;afd sprechen zentralbanker herausgegeben digital währung einfallstor schleichend abschaffung bargeld sein;Politik und Ideologie
572;verfügbarkeit wert sofortmafsnahme   aufbewahrungsfunktion bargeld erhalten fordern afd bun   bleiben;Politik und Ideologie
573;desregierung deutsch bundesbank   überbeanspru target-risiko beenden chung verrech irre nungskonto target aktivseite bundesbankbilanz belaufen unterbinden;Politik und Ideologie
574;überziehungskredit einzeln notenbank euro-staat target-forderungen gläubigerstaat aufüb billion euro;wirtschaft
575;forderung deutsch bundesbank unbesichert derzeit unverzinst fällig stellbar forderung;wirtschaft
576;beitreibung mangels sicherheit ungewiss;Wissenschaft
577;reihe wahrscheinlich szenario ausbuchung betrag;Politik und Ideologie
578;target wertverlust stellen hoch milliarden-risiko bundeshaushalt deutsch steuerzahler dar;wirtschaft
579;sicher ezb anspruchs gegner bundesbank fall teil-)auflösung eurozone deutsch target-forderungen     afd fordern deutsch bundesbank ausland gelagert staatsgold vollständig umgehend deutschland über fahren;Politik und Ideologie
580;euro scheitern   abgewertet euro zurück- zahlen;Politik und Ideologie
581;substanzlos target forderung hoch deutsch aufsenhandelsüberschuß innerhalb eurozone deutsch volkswirtschaft zugute;Politik und Ideologie
582;sofortmafgnahme fordern afd bund regierung deutsch bundesbank bislang geduldet überbeanspruchung verrechnungskonto target-zu unterbinden;Politik und Ideologie
583;target-forderungen deutsch bundesbank abzuschmelzen   täglich ausgleichen angemessen verzinsen sicherheit unterlegen;Politik und Ideologie
584;afd sinnvoll vorschlag target-forderungen monetarisieren bzw;Politik und Ideologie
585;nutzbar;wirtschaft
586;bundesbank z;wirtschaft
587;target-forderungen kapital markt investor weiterverkaufen erhalten ausländisch aktie ausländisch gold sachwert anlegen;wirtschaft
588;national investition   solange euro last deutschland weiterbestehen deutschland grofsen refinanzierungsbedarf ezb eu abwickeln;wirtschaft
589;notprogramm-mittel strikt hilfe investition deutschland einsetzen eu ezb finanzieren;Politik und Ideologie
590;deutsch target-forderungssaldo mobilisieren;Politik und Ideologie
591;euro scheitern   absicherung eurokrise geldsystem reformieren deutsch staatsgold vollständig deutschland   deutschland plötzlich währung politisch krisenfall handlungsfähig;soziale Ursachen
592;wiedereinführung deutsch mark teilweise ausland gelagert staatsgold   temporär deckungsoption dienen;Politik und Ideologie
593;gold istnach historisch erfahrung potenziell deckung währung krise   situation bzw;Politik und Ideologie
594;einführung währung vertrauensaufbau relevant;Politik und Ideologie
595;staatsgold gegenparteie verwahrrisiko land aufbewahren;wirtschaft
596;afd fordern deutsch bundesbank dasim ausland gelagert staatsgold vollständig umgehend deutschland überführen;Politik und Ideologie
597;zudem fordern afd herbeiführung verfassungsrechtlich abzusichernd bilanziell sonderstatus goldreserve abwehr ausbuchungsgefahr aufgrund dramatisch verschlechternd qualität bundesbank-bilanz;Politik und Ideologie
598;langfristig halten grundsätzlich reform geldsystem notwendig frei währungswettbewerb goldgedeckt währungssystem;wirtschaft
599;kapitel   außen verteidigung politik     vergemeinschaf tung europäisch   aufse sicherheit   politik gasp europäisch auswärtig dienst lehnen afd;Politik und Ideologie
600;außen verteidigungspolitik   außen verteidigungspolitik   außenpolitik deutschland deutsch interesse ausrichten   deutschland bedeutend wirtschaft kulturnation welt interessiert staat beziehung pflegen friedlich zusammenleben volk fördern;Politik und Ideologie
601;afd bekennen wert charta vereint nation völkerrecht;Klima
602;insbesondere selbstbestimmungsrecht volk agende zwischenstaatlich organisation ngos machtzuwachs global agierend konzern aushöhlen;Politik und Ideologie
603;international beziehung befinden umbruch multipolar weltordnung;Politik und Ideologie
604;sicherheitspolitisch langfristig erlangung strategisch autonomie deutschland europäisch partner anstreben;Politik und Ideologie
605;rahmen deutschland rolle europa verantwortungsbewusst wahrnehmen;Politik und Ideologie
606;vergemeinschaftung europäisch aufsen sicherheitspolitik gasp europäisch auswärtig dienst lehnen afd;Politik und Ideologie
607;stabil europäisch friedensordnung bedürfen ausgewogen zusammenarbeit sowohl usa russland;Politik und Ideologie
608;legitim sicherheit interesse europäisch staat berücksichtigen;Politik und Ideologie
609;außen verteidigungspolitik;Politik und Ideologie
610;vereint nation reformieren verändert gewichtung welt rech nung tragen;soziale Ursachen
611;streben ständig sitz deutschland sicherheitsrat abschaffung deutschland gerichtet feindstaat klausel charta vereint nation un-migrationspakt global compact for migration aufkündigen;Politik und Ideologie
612;afd fordern strikt einhaltung nicht- einmischungsgebot innerer angelegenheit staat nichtstaatlich akteur;Politik und Ideologie
613;rolle osze stabilisierung krisenregionenin europa peripherie konsensprinzip bewähren ausbauen;Politik und Ideologie
614;setzen nachdrücklich stärkung erweiterung kontrollmechanisme nuklear konventionell rüstung neu- verhandlung kürzlich ausgesetzt vertrag inf open skies;Politik und Ideologie
615;islamistisch terrorismus stellen weiterhin ernst bedrohung international staat gemeinschaft dar;Politik und Ideologie
616;verfügung stehend legal mittel bekämpfen;Politik und Ideologie
617;afd fordern strikt einhaltung nichteinmischung gebot innerer angele genheit staat;soziale Ursachen
618;stabil europäl- sch friedensordnung bedürfen ausgewo gen zusammenarbeit sowohl usa russland;Politik und Ideologie
619;außen verteidigungspolitik   verhältnis wichtig staat wandel geopolitik   mitgliedschaft nato aktiv rolle deutschland osze zentral element sicherheitsstrategie;Politik und Ideologie
620;nato rein verteidigung bündnis;Politik und Ideologie
621;afd treten einsatz- gebiet nato gebiet bündnisstaat begrenzen;Politik und Ideologie
622;usa derzeit stark bündnispartner deutschland;Politik und Ideologie
623;leitbild beziehung unser land gleichberechtigung beide partner;Politik und Ideologie
624;sanktionsmafsnahme usa deutschland hinnehmbar;Politik und Ideologie
625;einklang us-forderung ge verteilung last europäisch bestrebung mitsprache nato istees folgerichtig deutsch interesse europäisch säule nato stärken;Politik und Ideologie
626;entspannung verhältnis russland vor- aussetzung dauerhaft frieden europa;Politik und Ideologie
627;liegen deutsch europäisch interesse russland sicherheitspolitisch gesamtstruktur einbinden;Politik und Ideologie
628;setzen wiederaufnahme regelmäfßsi ger gespräch rahmen nato-russland-rat;Politik und Ideologie
629;ferner erweiterung vertiefung   außen verteidigungspolitik;Politik und Ideologie
630;vertrauen sicherheitsbildend mafsnahme kooperation bereich rüstungskontrolle verzicht ausbau militärisch infrastruktur unmittelbar nähe jeweilig interessenbereiche entspannung dienen;Politik und Ideologie
631;afd treten aufhebung eu-sanktion ausbau wirtschaftsbeziehung russland;Politik und Ideologie
632;fertigstellung inbetriebnahme gasleitung nord stream halten unverzichtbar;wirtschaft
633;volksrepublik china gewinnen deutschland handelspartner bedeutung;Politik und Ideologie
634;projekt   kooperation seidenstrafse china jahrhundertvor china darfnur be starten;wirtschaft
635;mitgestalten setzen afd offensiv beteiligung deutschland raimess erfolgen;Politik und Ideologie
636;projekt;wirtschaft
637;chinesisch seidenstrafs nn u;wirtschaft
638;strategie ost west deutschland eu initiative west ost ergänzen;Politik und Ideologie
639;gelten verhindern;wirtschaft
640;insbesondere überregional infrastrukturprojekt;Infrastruktur
641;zunehmend einflussnahme china welt herausforderung;Politik und Ideologie
642;kooperation china bedingung gleichberechtigung faimess erfolgen;wirtschaft
643;setztinsbesondern angleichung derrechtlich rahmenbedingung handel investition voraus;Politik und Ideologie
644;weit ausverkauf deutsch bzw;Politik und Ideologie
645;europäisch technologie verhindern;Politik und Ideologie
646;grofsbritanni brexit wirtschaftlich eng europa verflochten bleiben;Politik und Ideologie
647;afd befürworten     afd treten wiedereinsetzung wehrpflicht;Politik und Ideologie
648;außen verteidigungspolitik   pflege eng beziehung vereinigt königreich;Politik und Ideologie
649;möglich blockade strafmafsnahmen seitens eu lehnen;Politik und Ideologie
650;beziehung türkei schwierig neu gestalten;Politik und Ideologie
651;türkei gehören kulturell europa;Politik und Ideologie
652;zunehmend islamisierung anlass sorge zeigen türkei europa westlich wertegemeinschaft entfernen;Politik und Ideologie
653;afd lehnen beitritt türkei eu fordern sofortig beitritt verhandlung;Politik und Ideologie
654;unterstützen hingegen bemühung visegrad-staat bewahrung europäisch identität;Politik und Ideologie
655;westbalkan wichtig europa zu nehmend interessengebiet fremd macht;Politik und Ideologie
656;stabilisieren treten afd privilegiert partnerschaft land region;wirtschaft
657;sicherheitspolitisch zusammenarbeit mitihnen bezug migration geschehen vertiefen;soziale Ursachen
658;erweiterung eu strikt ablehnen;Politik und Ideologie
659;wiederherstellung wehrfähigkeit deutschland   deutsch streitkraft befinden deso- lat zustand;Politik und Ideologie
660;fehlen personal einsatzfähig ausrüstung;Politik und Ideologie
661;hauptauftrag land bündnisverteidigung rechnung tragen bundeswehr finan ziell ausstatten eigenständigkeit insbesondere material personal zurückgegeben   außen verteidigungspolitik;Politik und Ideologie
662;;wirtschaft
663;privatisierung zentralisierung gehören zurückgedrehen anwendung finden nachweisbar notwendig einsatzfähigkeit truppe erhöhen;Klima
664;verantwortung hand inspek teuer kommandeur auftragserfüllung verantwortlich geben;Politik und Ideologie
665;afd lehnen nuklear erstschlagvorbehalt setzen global abschaffung abc-waften;soziale Ursachen
666;ziel abzug atomwaffe deutschland deutschland gerichtet atomar kurzstreckenwaffe;Politik und Ideologie
667;nuklear teilhabe bundesrepublik obsolet;Politik und Ideologie
668;afd fordern erhalteiner autonom nr afd fordern   leistungsfähig wehrtechnisch industrie erhalt autonom;wirtschaft
669;leistungsfähig deutschland;Politik und Ideologie
670;insbesondere hybrid bedro ensechnisch   hungen cyberattack staatlich nicht- industrie staatlich akteur massiv stärkung bundeswehr gebiet rechnung tragen  ;Politik und Ideologie
671;bundeswehr stark korpsgeist tradition deutsch wert pflegen;Politik und Ideologie
672;tug soldat ehre treue kameradschaft tapferkeit;Politik und Ideologie
673;bundeswehr traditio nen deutsch militärgeschichte leben;Politik und Ideologie
674;helfen soldatisch haltung tugende öffent lichkeit manifestieren;soziale Ursachen
675;militärisch liedgut brauchtum;Politik und Ideologie
676;jahrzehnt wehrpflichtarmee bundesrepublik deutschland dienst leisten verankerung streitkraft gesellschaft sorgen;Politik und Ideologie
677;außen verteidigungspolitik   afd treten wiedereinsetzung wehr- pflicht;Politik und Ideologie
678;wehrpflicht gemeinschaft dienstjahr ergänzen;Bildung
679;anwendung finden frau mann wehrdienst entscheiden;Politik und Ideologie
680;gemeinschaftsdienst sollin bereich pflege feuerwehr technisches hilfswerk leisten;Klima
681;loyalitätskontlikte vermeiden dienstin streitkraft ausschließlich deutsche vorbehalten staatsangehörigkeit verfügen;Politik und Ideologie
682;entwicklungspolitik stabilität sicherheit wirtschaftsinteres   afd fordern grundsätzlich strategie- wechsel entwicklungspolitik deutsch sicherheit wirtschaftsinteresse rechnung tragen;wirtschaft
683;afd fordern entwicklungspolitik prinzip eigen   grundsätzlich verantwortung achtung recht staatlich strategiewechsel selbstb;soziale Ursachen
684;dd r kt d entwicklungspolitik elbstbestimmung respekt   deut- kulturell identität partner tragen;Politik und Ideologie
685;hilfe sehen sleherneiis hilfe selbsthilfe unterstützung wirtschaftsinteresse   rechnung tragen;soziale Ursachen
686;korrupt system;Wissenschaft
687;deutschland illiard euro zweit- wichtig geberland entwicklungshilfe weltweit;Politik und Ideologie
688;deutsch europäisch entwick   außen verteidigungspolitik   lungspolitik realistisch blick bevölkerungsexplosion afrika wahr   milliarde einwohner milliarde optimiert entwicklung politik aufse beeinflussen;Politik und Ideologie
689;erfolg deutsch entwicklungszusammenarbeit strikt prinzip nachfrageorientierung seitens partnerland sichern;wirtschaft
690;priorität besitzen langfristig kooperationsvorhaben;wirtschaft
691;signifikan-   te finanziell selbstbeteiligung partnerland mindestens   gesamt finanzierungsvolumen projekt obligatorisch;wirtschaft
692;messbar ergebnis liefern regel- mäfsigen unabhängig evaluierung unterziehen;Politik und Ideologie
693;aufgrund begrenzt vielmehr deutsch interesse orientiert entwicklungspolitik ausgewählt land konzentrieren;Politik und Ideologie
694;wichtig kriterium niedrig korruptionsindex -- pfleglich umgang früh entwicklung projekt c eigenanstrengung bildungsbereich d offenlegung staatseinkünfte insbesondere bodenschätz e bisherig beitrag empfängerland regional stabilität;soziale Ursachen
695;aufserdem gewährung entwicklungshilfe bereit schaft rücknahme ausreisepflichtig migrant knüpfen;Politik und Ideologie
696;konzept umsetzen afd rahmen eu-reform entwicklungspolitik national ebene mitgliedstaat     konzept umsetzen afd rahmen eu-reform entwicklungspolitik national ebene   mitglied   staat verlegen     entscheidung aus ländisch national gericht extraterritorial wirkung betrachten   nichtig einseitig verhängt sanktion wirtschaft projekt unser land völkerrechtswidrig;Politik und Ideologie
697;außen verteidigungspolitik   verlegen;Politik und Ideologie
698;deutschland wirtschaftlich stärke ausbauen   weltwirtschaft befinden spannungsfeld ausbau global verflech tungen maßvoll rückführung dezentral regional fokussiert wertschöpfungsstruktur;Politik und Ideologie
699;deutsch aufsenhandelspolitik diskriminierungsfrei zugang ausländisch import exportmärkt deutsch unternehmen gewährleisten;wirtschaft
700;schliefst zugang rohstoff freiheit handelsweg;Politik und Ideologie
701;kernaufgabe verlässlich handel regel erhalten gemäfs interesse unser land weiterentwickeln;Politik und Ideologie
702;ideologisch motiviert alleingäng lieferkettengesetz lehnen;Politik und Ideologie
703;fordern aufserdem stark kontrolle berücksichtigung gesamtwirtschaftlich verteidigungspolitischer deutsch interesse übernahme deutsch unternehmen ausländisch konzern finanzinvestor;wirtschaft
704;sicherheitsrelevante grundversorgungsrelevant bereich übernahme schützen;wirtschaft
705;entscheidung ausländisch national gericht extraterritorial wirkung betrachten nichtig ein seitig verhängt sanktion wirtschaftsprojekte unser land völkerrechtswidrig;Politik und Ideologie
706;außen verteidigungspolitik   auswärtig kultur bildungspolitik deutschland   afd deutsch kultur sprache ausland   deutlich stärkerem mafse fördern;Politik und Ideologie
707;deutsch auslandssender goethe-institut verschieden kulturprojekt positiv bild deutschland welt vermitteln;Politik und Ideologie
708;sowohl aktuell entwicklung wissenschaft künst reich kulturell erbe land werben;Gesundheit
709;angesichts zunehmend mobilität arbeitsleben hierbei deutsche ausland kind denken diein muttersprache informieren;Politik und Ideologie
710;auftrag deutsch welle goethe-institute mitt     ler deutsch sprache kultur fungieren afd bekennen   verwässern;Politik und Ideologie
711;ausdrücklich   fürsorgepflicht deutschland gegen-   auswärtig kulturpolitik deutschland deutsch minder   ziel verfolgen volk   heiten interesse rahmen   staat brücke bauen;Politik und Ideologie
712;wirtschaft politik kultur politik nach-   zuletzt tourismus profitieren;wirtschaft
713;bess verständnis kulturell wert tradition geschichte vertrauen schaffen deutschland zuverlässig partner empfehlen;Politik und Ideologie
714;schutz ausbau sprachkenntnis gebiet deutsch minderheit erfordern besonderer beachtung förderung;Politik und Ideologie
715;afd bekennen ausdrücklich fürsorgepflicht deutschland deutsch minderheit interesse rahmen politik nachdrücklich unterstützen;Politik und Ideologie
716;drücklich unterstützen;Politik und Ideologie
717;deutsch englisch franzö sisch europä isch institution verfahrenssprache gleichstellen;Wissenschaft
718;außen verteidigungspolitik   europäisch institution deutsch sprache gemäfßs rechtlich stellung verbreitung tatsächlich verfahrenssprach englisch französisch gleichstellen;Politik und Ideologie
719;austritt großbritannien eu forderung nachdruck erhalten;Politik und Ideologie
720;innerer sicherheit     fordern wiedereinführung verbindlich extremis- musklausel;Politik und Ideologie
721;innerer sicherheit   innerer sicherheit   terroranschlag weihnachtsmarkt berliner gedächtniskirche vorläufig tiefpunkt serie ereignis zeigen sicherheit bestellen;wirtschaft
722;gewaltexzes linksextrem antifa migran- tisch jugendbande strafs stadt deutlich innerer sicherheit schaden nehmen;Politik und Ideologie
723;zunehmend straßengewalt terror kriminalität naturereignis dieman kritiklos hinnehmen;soziale Ursachen
724;menschengemacht ursache bekämpfen;wirtschaft
725;genau;Politik und Ideologie
726;linke gewalt entschieden bekämpfen   linksextremismus überschreiten zunehmend schwelle linksterrorismus;Politik und Ideologie
727;fordern verstärkt anstrengung kampf linksextremismus;Politik und Ideologie
728;gewährung staatlich fördergeld verpflichtungserklärung koppeln extremistisch struktur unterstützen;Politik und Ideologie
729;fordern wiedereinführung verbindlich extremismusklausel;Politik und Ideologie
730;hinaus fordern verbot linksextremistisch plattform indymedia;Politik und Ideologie
731;gewalttätig unterstützende linksextremistisch autonom gruppe sogenannter antifa zuzuordnen terroristisch vereinigung einstufen;Politik und Ideologie
732;bundesregierung beabsichtigt   innerer sicherheit;Politik und Ideologie
733;privilegierung antifa-recherch verhindern ggf;soziale Ursachen
734;umgehend abschaffen;wirtschaft
735;wirksam bekämpfung ausländerkriminalität   erheblich anteil ausländer insbesondere   gewalt drogenkriminalität   öffentlich unruhe führen derzeit selten   ausländerrechtlich mafsnahme;Politik und Ideologie
736;ausländisch   kriminelle häufig abschiebung   hinderniss berufen weise   abschiebung verschonen;Politik und Ideologie
737;fordern   erleichterung ausweisung insbesondere   wiedereinführung zwingend ausweisung   geringfügig kriminalität -- ausweisung   strafgericht c ermöglichung afd fordern;Politik und Ideologie
738;oo;wirtschaft
739;erleichterung   unterbringung abgeschoben krimineller   ausweisung   ausland d schaffung möglichkeit gefährd insbesondere   insbesondere terrorist haft zunehmen   inland erheblich zwingend   gefahr allgemeinheit ausgehen;Politik und Ideologie
740;ausweisung   geringfügig einbürgerung krimineller zuverlässig verhin- kriminalität;Politik und Ideologie
741;dern ablehnung erwerbs deutsch staatsangehörigkeit geburt deutschland hierdurch u;Politik und Ideologie
742;angehörige kriminell clan automa- tisch deutsch staatsbürger abschaffung einklagbar anspruch einbürge rung verschärfung ausschlussgründe   einbürgerung kriminalität;Politik und Ideologie
743;schwer kriminalität innerhalb erfolgt einbürgerung mitwirkung terror     bund polizei personell strukturell wirksam grenzschutz unser land ausrichten;Politik und Ideologie
744;innerer sicherheit   organisation zugehörigkeit kriminell clan einbürgerung zurücknehmen;Politik und Ideologie
745;hierzu art;wirtschaft
746;abs;wirtschaft
747;g entsprechend anpassen;wirtschaft
748;vollstreckung ausland   entlastung justizvollzugsanstalt aus ländisch straftäter vereinbarung möglichst heimatnah staat einrichtung vollzug anstalt treffen anforderung europäisch menschenrechtskonvention entsprechen;Politik und Ideologie
749;deutsch leitung anwen dung deutsch recht stehen;Politik und Ideologie
750;jugendstrafrecht   sicherheitslage verschärfen ballungsgebiet dramatisch;Gesundheit
751;besonderer rolle hierbei spielen jung täter derzeitein geradezu zahnlos gegenüberstehen;Gesundheit
752;erzieherisch erfolg segment lassen erfahrungs- gemäfsnur sofortig inhaftierung täter schwer delikt erreichen;Politik und Ideologie
753;fordern entsprechend änderung einschlägig gesetz insbesondere haftrecht;Politik und Ideologie
754;einsetzend kriminell entwicklung strafmündigkeitsalter zwölf absenken erreichen volljährigkeit erwachsenenstrafrecht anwendung finden;Gesundheit
755;bundespolizei stärken grenzschutz national aufgabe   sicherheit nation basieren sicher gren- zen;Politik und Ideologie
756;zeit ungeregelt migration grenzüber-   innerer sicherheit   schreitend kriminalität terrorismus schutz europäisch binnengrenze wachsend bedeutung;Politik und Ideologie
757;bundespolizei rechtlich personell technisch lage versetzen aufgabe erfüllen;Politik und Ideologie
758;zuständigkeitsbereich bundespolizei bekämpfung illegal migration grenzüberschrei- tend kriminalität km landesgrenze seebereich km ausweiten;Politik und Ideologie
759;zudem fordern bundespolizei einsatz modern fahndungstechnik einsatz gesichtserkennungssoftware;Wissenschaft
760;fahndungserfolg grenzkontrolle anlässlich international gipfeltreffen belegen erfordernis effizient grenzschutz;Politik und Ideologie
761;bundespolizei personell strukturell aufein wirksam grenzschutz unser land ausrichten;Politik und Ideologie
762;reform polizei   polizeibeamter bund land gewährleisten öffentlich sicherheit groß persönlich einsatz;Politik und Ideologie
763;staat stich lassen personalmangel strukturell unzulänglich keiten unzureichend ausrüstung bewaffnung schlecht bezahlung miserabl sozial absicherung;Politik und Ideologie
764;zustand empörend;Politik und Ideologie
765;schluss;wirtschaft
766;afd fordern polizei soldat rettungsdienste bundeseinheitlich besoldung angemessen vergütung gefährdungszulag zulage überstunde sondereinsatz;Bildung
767;ferner fordern angemessen bewaffnung ausrüstung u;Politik und Ideologie
768;körperkamera;wirtschaft
769;afd fordern polizei soldat rettungsdienste bundeseinheitlich besoldung angemessen vergütung gefährdungszulag;Bildung
770;organisiert kriminalität ok entscheiden nachhaltig bekämpfen;soziale Ursachen
771;fahndung möglichkeit verbessern kriminell aktivität erworben vermögen einziehen;wirtschaft
772;innerer sicherheit   dienstherr dienstunfähigkeit diensthaftpflichtversicherung übernehmen anpassung hinterbliebenenversorgung höhe pensionsansprüch letzter amt tod qualifiziert dienstunfall sorgen;wirtschaft
773;fahndungsmöglichkeit verbessern   verbesserung fahndungsmöglichkeit   polizeibehörde kriminalitäts- neuralgisch platz gebäuden video überwachung gesichtserkennungssoftware einsetzen;Politik und Ideologie
774;fahndung unbekannt täter erlauben vorhanden dns-spurenmaterial biogeografisch merkmal gesucht person untersuchen lassen zielgerichtet fahndungsmafsnahme ermögli- chen;Politik und Ideologie
775;zwischenstaatlich vereinbarung erreichen polizeibeamter einsatz lage versetzen feststellen ggf;Politik und Ideologie
776;ermittlung strafverfahren kontrolliert person ausland anhängig;Politik und Ideologie
777;organisierte kriminalität bekämpfen   organisierte kriminalität ok entschie- nachhaltig bekämpfen;soziale Ursachen
778;kriminell aktivi tun erworben vermögen einziehen;wirtschaft
779;geschehen zufriedenstellend weise;Klima
780;bestehend rechtlich instrumen te nutzen weiterentwickeln;Wissenschaft
781;mehrzahl täter bereich organisierten kriminalität ausländer;Politik und Ideologie
782;ausweisung   innerer sicherheit   vereinfachen;Politik und Ideologie
783;personenkreis ok-zugehörigkeit ausweisungsgrund einführen;Politik und Ideologie
